12/17/2008,Babette Friedman’s Apple Cake,A recipe for Babette Friedman’s Apple Cake.
12/2/2008,Big Apple Circus,"The Big Apple Circus’s new boss, Guillaume Dufresnoy, will ensure the continuity the circus needs, especially in a tough economy."
12/26/2008,Hard Day’s Night for Beatles Reissues,"To collectors, the inability of Apple and EMI to get new versions of the Fab Four’s music onto the market is a symbol of how pathetic the record business has become."
12/31/2008,No Spelling Help From iPhone,Is there a way to turn off the iPhone’s automatic spelling correction? It gets in the way when typing.
12/23/2008,"In the Village, Down Home for Dinner","Braeburn, named for an apple, telegraphs a farm-friendly, rustic sensibility, but what winds up on your plate is confused and indecisive."
12/22/2008,Music Games for iPhone Give Artists New Spotlight,A start-up company called Tapulous has turned a simple game for the iPhone into an Internet-age mobile stage for musicians.
12/18/2008,‘Jobs Premium’ Is Worth Billions,Steven P. Jobs has turned Apple into a technology powerhouse — twice. But how much is he worth to the company?
12/5/2008,"Teaching Nurses the Value of Big, Red Noses",How do you teach would-be nurses the delicate task of sensing patients’ moods? Send in the clowns.
12/4/2008,Maintaining the Mac,I switched to a Mac from Windows and was wondering what type of maintenance needs to be done to keep the computer running smoothly?
1/21/2009,Apple Reports Strong First Quarter,Apple said robust sales of the iPhone and its MacBook laptops buoyed the company amid a terrible holiday shopping season.
1/16/2009,Can Apple Fill the Void?,Many point to the talent available at Apple as reassurance as Steve Jobs takes a medical leave of absence from the company. But others are looking at the company’s history with worry.
1/14/2009,Apple’s Chief Takes a Medical Leave,"Saying his health issues were “more complex” than he originally thought, Steven P. Jobs is taking a leave until the end of June."
1/13/2009,This Apple Treat Goes Right Along,"Smashies, pouches of organic applesauce, have no added sweeteners, need no refrigeration and are kosher."
1/9/2009,Apple’s Long-Awaited Shift on Music,Doing away with digital copyright protection makes sense. Shared music is the best advertisement for the music we will eventually purchase.
1/5/2009,Apple’s Jobs Explains His Weight Loss,Steven P. Jobs said that he was being treated for a hormone imbalance but would remain in his job.
1/6/2009,"Want to Copy iTunes Music? Go Ahead, Apple Says",Apple said it would begin selling song downloads without anticopying measures and change its pricing structure.
1/21/2009,"For Aspiring Spielbergs, Ecamm Creates Wireless Webcam for Macs","For those looking to flex their filming range without having to position their laptops atop various household objects, Ecamm Network has created the BT-1 Wireless Webcam. "
1/19/2009,"After Steve Jobs Acknowledges Ill Health, Doubts for Reporters","For many months, the media munched on denials from Apple that Mr. Jobs was in poor health, despite visual evidence to the contrary."
1/18/2009,"One Day You’re Indispensable, the Next Day...",Great orchestras can play on even when the conductor steps down. Can Apple prosper without Steve Jobs?
2/23/2009,Apple Promotes Green Notebooks,A new ad for Apple promotes the company's efforts to minimize the environmental impact of its products.
2/25/2009,Apple Tells Investors That Steve Jobs Plans to Return,"At Apple’s shareholder meeting, the company said Steven P. Jobs still planned to return in June."
2/3/2009,"In Campaign Wars, Apple Still Has Microsoft’s Number","While other technology companies curtail their ad budgets, Apple has increased marketing and advertising, hammering away at its major competitor."
2/25/2009,A Walk Through a Crop of Readers,"With the new Kindle 2, many are giving a closer look to electronic readers and the ease of downloading books."
2/19/2009,Music Rights in iTunes,What does it mean when iTunes music is “D.R.M.-free”? Does that mean I can play the files on other types of players?
2/19/2009,Music Rights in iTunes,What does it mean when iTunes music is “D.R.M.-free”? Does that mean I can play the files on other types of players?
2/11/2009,Sync Outlook With an iPhone,How do I get my contacts from an Outlook address book onto an iPhone?
2/11/2009,"More Room for Your Music, Coming to Your iPod Soon","Do you have 60,000 songs that you’d like to cram into your iPod? You’re not alone."
2/7/2009,Bet Your Bottom Dollar on 99 Cents,The marketplace power of .99 seems undeniable. But why?
2/2/2009,"Despite iTunes Accord, Music Labels Still Fret","The tension between Apple and the music industry stems from Apple’s power over the industry, but it also echoes the traditional divide between suppliers and distributors."
3/23/2009,"TV Housewife Asks, ‘How Do You Like Them Apples?’","A new campaign for Mott’s apple juice involves various plot lines from “Desperate Housewives,” with the show’s characters sharing -- or concealing -- shocking secrets."
3/21/2009,"For Palm, Some Tough Acts to Follow","Palm, a onetime smartphone leader, will try to regain primacy with the Pre."
3/25/2009,Keeping Tweets a Private Matter,People I don’t know are following me on Twitter. How are they finding me?
3/18/2009,The iPhone Is Gaining Some Editing Skills,Apple said its new iPhone software would be able to copy and paste text.
3/4/2009,Amazon to Sell E-Books for Apple Devices,"Owners of iPod and iPhone Touch can download free software that will provide access to the 240,000 e-books on Amazon.com."
3/18/2009,"With Help From a Software Maker, a Mac Gets a Chance to Break Into TV","The EyeTV Hybrid brings both digital and analog TV to Apple devices, and can make the Mac into a digital video recorder."
3/5/2009,Tip of the Week: Finding Files on a Mac,Have a file up on the Mac’s screen and want to know where it’s stored on the hard drive?
3/27/2009,A Garden for the Obamas,To the Editor:.
3/10/2009,The Future of Apple,"Apple shareholders notice two big differences from last year: A double-digit stock price and no Steve Jobs. Insight with Shaw Wu,  Kaufman Bros. Equity Research and CNBC's Jim Goldman."
3/17/2009,"Capitalism, Apple Style",Apple’s new iPhone software encourages paid applications that offer to sell users more content for an additional fee. But it’s keeping free apps from doing the same thing.
4/22/2009,An Apple Syrup and Glaze? Who Knew!,"Red Jacket Orchards has some new products, including a deep amber syrup made by reducing apple juice; it is a rich condiment to keep on hand for breakfast pancakes, to drizzle on ice cream or for sweetening iced tea."
4/22/2009,"Apple Profit Rises 15%, Driven by iPhone Sales","Exhibiting remarkable resilience in a recession, Apple reported strong second-quarter profits that beat expectations."
4/8/2009,Apple Sued Over Touch-Screen Rights,"A Taiwanese firm contends that Apple products, including the MacBook, iPhone and iPod Touch, use technology that infringes on two of its patents."
4/28/2009,Verizon Said to Be in Talks for the iPhone,A version of the iPhone that would work on Verizon’s network could be available as soon as next year.
4/27/2009,"In China, Knockoff Cellphones Are a Hit",An industry building look-alike mobile phones for as little as $35 is tickling China’s pride in rebellious creativity.
4/28/2009,Run Away to the Circus? No Need. It’s Staying Here.,"Cirque du Soleil, the Montreal-based circus empire, will establish a permanent presence in New York City next year."
4/22/2009,Contracts for iPhone Ease Decline at AT&T,"First-quarter profit dropped 9.7 percent from a year ago, but the results far exceeded Wall Street’s expectation of a bigger drop."
4/19/2009,Footnotes,The Big Apple Circus has renewed its agreement with Lincoln Center for the Performing Arts and more culture news.
4/8/2009,Windows Security on a Mac,I recently purchased a Mac Mini and used the Boot Camp utility to partition the drive and install Windows XP. Is it necessary to install virus protection on the Windows partition?
4/7/2009,Original Beatles Albums to Be Reissued,"Sonically upgraded reissues of the group’s original British albums, in both stereo and mono, will be released on Sept. 9."
5/14/2009,1984 Apple Macintosh Ad,Apple commercial for the 1984 SuperBowl.
5/13/2009,Unofficial Software Incurs Apple's Wrath,"New applications popping up for Apple's iPhone require a process known as jailbreaking, which Apple says is a copyright violation."
5/9/2009,Apple’s Popular Electronic Playground,"The iPhone delivers a casual, frequently whimsical gaming experience, but those searching for a narrative-driven experience will generally have to look elsewhere."
5/9/2009,Apple Won’t Drive Nine Inch Nails Out of iPhone,"Apple has reversed itself and will allow a Nine Inch Nails-themed application to be carried in its iPhone Apps store after all, the BBC News reported. Last weekend, Trent Reznor, right, the front man of the band Nine Inch Nails, posted on his Web site, nin.com, an e-mail message from Apple officials, who said the application had been rejected for what they called objectionable content because it offered a streaming version of the band’s song “The Downward Spiral.” Mr. Reznor said at the time that he had removed the song from his servers, and on Thursday he wrote on his Twitter feed that Apple had approved the application, adding, “The NIN iPhone app is unchanged, the ‘issues’ seem to have been resolved.” Apple did not immediately comment on why it had decided to allow the application."
5/4/2009,Board Ties at Apple and Google Are Scrutinized,"The two companies share two directors, and several people briefed on the Federal Trade Commission inquiry say the agency is studying whether this is an antitrust violation."
5/30/2009,Shooting to Software Stardom on the iPhone,"If Apple likes a developer’s application, the company will play it up big. This is publicity that money cannot buy."
5/28/2009,Should You Buy an Extended Warranty?,"According to Consumer Reports, there are only two cases where extended warranties are worth buying: rear-projection TV sets and Apple computers."
5/19/2009,Yo Jude: Restarting Your iPod,"When your iPod starts acting funny, a simple button combination can usually set things right."
5/18/2009,Cellphone Makers Hope for a Blockbuster Summer,"The Palm Pre, an updated iPhone and new phones using the Android operating system are arriving this summer."
5/13/2009,Decoding the Hype on Gadgets,Consumer tech companies revel in misdirected marketing of their products. Here are a few ways to determine what’s really important among features.
6/29/2009,Apple Says Jobs Has Returned to Work,"Apple said that Steven P. Jobs, its co-founder and chief executive, had returned to work following a five-month medical leave during which he had a liver transplant."
6/23/2009,Apple’s Obsession With Secrecy Grows Stronger,Not even its chief executive’s liver transplant was enough to get Apple to break out of its secretive habits.
6/20/2009,Apple Chief Reportedly Had Liver Transplant,"Steven P. Jobs, who has been on medical leave, reportedly underwent a liver transplant two months ago at a hospital in Tennessee."
6/17/2009,Apple Fills in Some Gaps With Latest iPhone,"Succumbing to consumer demand, Apple finally add basic features like voice commands, video capabilities, an improved camera and updated software."
6/10/2009,Tip of the Week: Apple’s iPhoto Software,Take a look at iPhoto’s built-in maintenance tools if you find the program misbehaving.
6/9/2009,"iPhone Stars in Apple Show, Supported by Software",Apple also showed off a new operating system and cheaper laptops during its Worldwide Developers Conference.
6/8/2009,David Pogue on Apple's Latest Products,David Pogue gives a debrief on the Apple World Wide Developers Conference in San Francisco.
6/5/2009,Apple Races to Keep Ahead of Rivals,"At next week’s Worldwide Developers Conference, Apple’s support among fans and developers will be tested."
6/28/2009,Yet Another Vogue for the iPhone: Video Games,The ease with which video games can be played on the iPhone and the iPod Touch has spurred lots of attention in the industry.
6/19/2009,Crowds and Glitches Come With iPhone,"For technology fans, Apple’s release of its latest devices are as good as it gets."
7/21/2009,Sales Drive Robust Quarter for Apple,"The company’s quarter was led by sales of Macintosh computers and a burst in iPhone purchases, after the introduction of the new 3GS."
7/9/2009,Google Operating System Raises Apple Antitrust Issues,Google’s new operating system is likely to create more questions for regulators investigating its shared board members with Apple.
7/29/2009,Even Google Is Blocked With Apps for iPhone,There is tension between the companies because Apple sometimes rejects Google’s applications for the App Store.
7/27/2009,IPhone Maker in China Is Under Fire After a Suicide,A 25-year-old worker in China jumped from an apartment building after being accused of stealing an iPhone prototype.
7/15/2009,Using Gmail for Mail Links,"When I click on an e-mail address on a Web page, my Mac automatically opens up a new message in Eudora to reply. Is there any way I can get it to open up a new message in Gmail?"
7/8/2009,IPhone Apps to Organize Your Life,"Among thousands of add-on smartphone apps, only a few prove truly useful when it comes to organization."
7/6/2009,Unhealthy Fixation on Jobs’s Illness,"Last week, Steve Jobs returned to Apple, precisely when he said he would, but that didn’t stop the prurient demands to know the details of his health."
7/3/2009,‘American Parent’,“Babies have a lot going for them. Their big eyes and fat cheeks are cute.”
7/22/2009,Q & A: Apples and BlackBerrys,How to get music off iTunes and onto your BlackBerry.
7/4/2009,"Apple, Acer, and...Arrington?","Michael Arrington, the founder of the TechCrunch blog, says he will begin selling the CrunchPad, a touch-screen tablet for Web surfing, later this summer."
8/26/2009,Apple’s Sleek Upgrade,"A “smaller, faster and more refined” operating system for Mac."
8/21/2009,Apple Denies It Rejected Google Application for iPhone,"Apple told the F.C.C. it is still studying the iPhone application, in part because of privacy concerns."
8/4/2009,Rivalry Between Apple and Palm Intensifies,"Apple wants its iPhone to be the only cellphone to link effortlessly to its iTunes software, but Palm is putting up a fight."
8/3/2009,Google Chief Gives Up Board Seat at Apple,The resignation of Eric E. Schmidt was described as a mutual decision. Regulators say they are still investigating a board overlap between the companies.
8/29/2009,"Hey, PC, Who Taught You to Fight Back?","After taking a beating in the “Get a Mac” ads, Microsoft is emphasizing the diversity of PC users and the value of Windows machines."
8/27/2009,Mac OS X Snow Leopard,"David Pogue on the new operating system from Apple, Snow Leopard."
8/18/2009,European Regulators Examine Reports of Exploding iPhones,Apple is cooperating with the European Commission in examining reports of problems with two iPhones in France and an iPod in Britain.
8/12/2009,AppleTV Sees a Feeble Battery,I’m getting some sort of warning symbol with an icon of a remote control on my television screen when I play shows off my AppleTV. What does this mean?
8/12/2009,Tip of the Week: Food Photos on Flickr,"In the Recipes to Share group pool on Flickr, photographers post pictures of food and recipes on each photo’s page."
8/12/2009,Memory Card Ratings,I notice labels like “Class 2” and “Class 4” on Secure Digital memory cards. What do these mean?
9/25/2009,Apple’s Shadow Hangs Over Game Console Makers,"At the Tokyo Game Show, Apple’s recent foray into video games is causing much hand-wringing."
9/9/2009,Jobs in Fighting Form After Liver Transplant,A thin but energetic Steven P. Jobs reappeared at an Apple news conference and addressed his illness for the first time.
9/7/2009,"Like Apple, TV Explores Must-Have Applications","DirecTV and Verizon have app stores. Other cable, satellite and phone companies are working on new technology, but the industry is still wrestling with many questions."
9/27/2009,Redefining a Profession,"Design has changed dramatically over the past 70 years, as Tim Brown relates in his new book."
9/19/2009,The Spots and the Stems,"At a church in upstate New York, citizens stand weekly vigil outside the Spanish Mass, keeping the Border Patrol away so Latino families can worship in peace."
9/9/2009,Steven P. Jobs Makes Appearance,"Steven P. Jobs, the CEO of Apple, spoke at a company event about his liver transplant and the company's new technology.  Video by NBC.  www.msnbc.com"
9/9/2009,A New Signer for an iPhone,E-mail messages sent from my iPhone have always been stamped with a line that says “Sent from my iPhone.” Can I change this or get rid of it?
9/9/2009,Do-It-Yourself Laptop Repairs,"A repair shop wants $250 to replace my hard drive, but I see the drives themselves cost much less. How hard is it to do myself?"
9/2/2009,Moving Mac’s Music,"How can I move my current music library, which is on an iMac running Mac OS X 10.3, to a PC that is running Microsoft Windows XP Home Edition?"
9/2/2009,Customers Angered as iPhones Overload AT&T,"The cellular network is straining to meet iPhone users’ demand, resulting in dropped calls and delayed messages."
10/21/2009,Those Other Apples,"Last week boxes of dazzling ruby and gold crab apples were at the Union Square Greenmarket, inspiring me to try to do better by this beautiful fruit."
10/19/2009,Apple’s Profit Climbs 47% as Sales Gain,Strong sales of the iPhone and Macintosh computers helped Apple post strong gains while rivals still struggle.
10/13/2009,Google and Apple Eliminate Another Link Tie,The Federal Trade Commission is no longer pursuing its inquiry into the two companies’ connections.
10/22/2009,"In Lawsuit, Nokia Says iPhone Infringes Its Patents",A Nokia executive says the Finnish cellphone maker sued Apple after failing to reach a licensing deal.
10/6/2009,Apple Resigns From U.S. Chamber of Commerce,The software company followed three large electric utilities out the door in a disagreement with the chamber’s climate policy.
10/28/2009,The Big Top Arrives With Thrills but No (Unplanned) Spills,"The Big Apple Circus has presented so many first-class productions over its 32 seasons that all the usual praise — thrilling, brilliant, joyful — starts to sound repetitious."
10/27/2009,Handpicked,Trading the French Laundry for an apple farm in Northern California.
10/25/2009,Big Cellphone Makers Shifting to Android System,"Microsoft has been making operating system software for cellphones since 1996, but it is losing users to Google’s Android."
10/21/2009,T.L.C. to Help an Old Laptop Overcome Its Age,Laptop users who know where to look online and have a little skill can extend the life of their timeworn machines.
10/14/2009,Stops and Starts of GPS Apps,"The ability of one device to do virtually everything in your life is appealing, but smartphone navigation apps come with their own set of compromises."
11/24/2009,Pear and Apple Soufflé,"Fruit soufflés are dramatic desserts, but quite easy to make."
11/6/2009,"Apples, Apples, Apples",Apples are representative of an overall trend in agriculture — what is available is more generic to suit our generic tastes.
11/14/2009,Westchester: Good Apples,A family farmer said he hadn’t seen such prolonged rainfall since he started keeping track in 1999.
11/14/2009,"Apple Wouldn’t Risk Its Cool Over a Gimmick, Would It?","In a patent application, a new way to make consumers acknowledge a pop-up ad."
11/28/2009,When Names Change to Protect the Future,Companies like Apple and Fujifilm altered their names to reflect new products and different corporate identities.
11/25/2009,Bringing Big Smiles to iPhone Shutterbugs,"A look at 15 of the roughly 2,000 camera apps that can help you capture, edit, enhance and share your images."
11/19/2009,"Palm Drops iTunes Workaround, for Now",Has Palm stopped battling Apple over whether or not Pre and Pixi owners can synchronize their handsets with iTunes?
11/19/2009,Conserving Power On a Netbook,Quitting unused programs and doing one thing at a time are among steps that can help maximize battery life.
11/13/2009,"A Threatened Fruit, Preserved in Amber","No spirit speaks to the agricultural heritage of Northern California like apple brandy, which sadly is hardly produced at all anymore."
11/5/2009,Rivals to Challenge Microsoft Browser Settlement,"Google, Mozilla and Opera are said to be requesting changes to an E.U. proposal that would give Windows users a chance to choose a default browser other than Internet Explorer."
12/29/2009,What Would a 10-Inch Apple ‘iSlate’ Look Like?,"If Apple’s tablet does in fact have a 10-inch screen, it will need to be light and thin to make for manageable reading on public transport."
12/22/2009,A Proposal From Apple to Offer Online TV Subscriptions Stirs Network Interest,"ABC and CBS are among the networks that are considering joining an Apple venture, people close to the talks said."
12/14/2009,"With a New Phone, Google May Challenge Apple","Google plans to begin selling its unlocked smartphone early next year, a move that could challenge Apple’s leadership in the market."
12/7/2009,Apple Confirms Purchase of Music Site Lala.com,"Apple confirmed that it has snapped up online music retailer Lala.com, a Silicon Valley start-up that has threatened ”the end of the MP3” with its fast song-streaming application."
12/5/2009,"Apple’s Game Changer, Downloading Now","As the Apple App Store evolves, it is changing the goals of developers, bolstering sales of iPhones and causing competitors to overhaul their product lines."
12/4/2009,Apple-Gruyère French Toast With Red Onion,A recipe for Apple-Gruyère French Toast with Red Onion.
12/4/2009,Apple Strikes Deal to Buy the Music Start-Up Lala,"In a sign that Apple is looking at alternative ways for people to play digital music, the company has agreed to acquire Lala, a start-up, a person with knowledge of the deal said."
12/4/2009,Apple Is Said to Be Close to Buying Music Start-Up,"In the most recent sign that Apple is looking at alternative ways for people to store and play digital music, the company is said to be finalizing talks to acquire Lala, a three-year-old start-up."
12/31/2009,Five 2010 Predictions About Tech Companies,"Five companies we heard a lot about in 2009, and some predictions of what we might expect from them over the next 365 days."
12/31/2009,The Most-Viewed Bits Posts of 2009,"From announcements about new iPhones and e-readers to a mysterious apparition in Google Earth, a look back at which blog posts captured readers’ attention in 2009."
1/27/2010,Apple's iPad Tablet,John Markoff and Jenna Wortham of The Times discuss Apple's latest announcement: the iPad tablet.
1/27/2010,Apple’s iPad Tablet,"After months of anticipation, Apple unveiled its tablet device that features a multi-touch screen, Wi-Fi, 3G and the ability to run iPhone apps."
1/26/2010,Apple's Upcoming Announcement,Bruce Headlam and Stephanie Clifford of The Times discuss Apple's upcoming announcement about its tablet computer and media companies' excitement for the device.
1/25/2010,Laptop Sales Help Apple Top Forecasts,The continued worldwide popularity of the iPhone and iPod also contributed to Apple’s strong performance.
1/29/2010,"For Apple, iPad Said More Than Intended",Other high-tech companies already sell products using the name. It has also provoked awkward associations.
1/29/2010,Seeing Through the Apple (and ‘Avatar’) Hyperbole,The iPad and the top-grossing movie of all time share a few things in common.
1/27/2010,The Blogosphere Reacts to the Apple iPad,A roundup of the thoughts from the technology writers in the blogosphere on Apple’s new iPad.
1/27/2010,Get Your Non-Apple News,"Five news stories of other non-Apple tablet news including Twitter features, online privacy and an in-depth look at Microsoft’s Windows 7 XP Mode."
1/28/2010,"Day 2, Non-Apple News","Canada investigates Facebook and its new privacy policy, an e-book pirate shares his story and Twitter users are advised to stop chattering about themselves."
1/26/2010,"With Apple Tablet, Print Media Hope for a Payday","Apple is expected to market its tablet computer not just as a way to read news and books, but also as a way for companies to charge for content."
2/23/2010,Apple Bans Some Apps for Sex-Tinged Content,"Hoping for a family-oriented future for its iPad, Apple is looking more closely at what is for sale in its App Store."
2/20/2010,Apple to Replace Bad Hard Drives,The computer company says it will replace for free “a very small percentage” of hard drives that are prone to failure in some MacBook laptops sold from May 2006 to December 2007.
2/22/2010,Networks Wary of Apple’s Push to Cut Show Prices,"Apple wants to ignite TV show sales, especially as it prepares to introduce the iPad. But its proposals to lower prices are being met with skepticism from networks."
2/24/2010,"Bits Scan: Apple TV, an Improved Xbox and a Week Without Google",Other items in our technology news roundup include a European antitrust inquiry into Google and a look at a new type of augmented reality technology.
2/18/2010,Apple’s Prices for E-Books May Be Lower Than Expected,"Apple wanted publishers to discount best sellers, so its $12.99-to-$14.99 range is merely a ceiling, according to people familiar with talks with publishers."
2/15/2010,"Though Absent, Apple Permeates Barcelona Fair","Apple does not exhibit at trade fairs, only at its own staged events. But many items on display in Spain complement or respond to the company’s wares."
2/10/2010,Is It Time for Apple to Retire the Cats?,"Apple, a company that prides itself on the simplicity of its product names, is running out of cat names for its OS X operating system."
2/5/2010,Chinese Firm Claims Apple Stole iPad Design and Name,"Usually, it’s a Western company accusing a Chinese company of stealing its designs. This time, a Chinese firm says that Apple stole the name and design of the iPad."
2/1/2010,A Little Chip Designed by Apple Itself,"With the A4 chip, Apple has challenged the norms of the mobile device industry, where chip design is usually left to microprocessor companies."
2/25/2010,Why Can’t PCs Work More Like iPhones?,The traditional desktop interface remains confusing for many computer users. Could Apple and Microsoft replace it with their easy-to-use mobile operating systems?
3/30/2010,Godfather of iPod Severs Final Ties With Apple,"Tony Fadell, one of the creators of the iPod and iPhone, is breaking off his nine-year affiliation with Apple."
3/23/2010,Apple Adds 2 Publishers to Its Store for E-Books,"Perseus Books Group and Workman Publishing Company, both independent publishers, signed deals with Apple to sell electronic versions of their books on the iPad."
3/18/2010,Is Apple Throwing Its Hat Into the Location Ring?,A patent application suggests Apple is preparing a new location-based social networking application.
3/18/2010,HTC ‘Disagrees Strongly’ With Apple’s Patent Claims,"Responding to two Apple patent lawsuits, HTC says its touch-screen technology predates the iPhone."
3/15/2010,Publishers Question Apple’s Rejection of Nudity,German publishers are worrying that Apple’s desire to limit offensive material on its iPhone applications is spilling over into censorship.
3/29/2010,Analysts Ask if the iPad Can Live Up to Its Hype,"With high expectations for the tablet, Apple’s biggest challenge will be achieving the mass-market penetration and cultural impact of the iPod and iPhone."
3/16/2010,Apple Hires Wearable Computing Engineer,"Apple’s recent hiring of Richard DeVaul, a veteran in the wearable computing field, could lead to things like glasses with built-in displays."
3/18/2010,Amazon Threatens Publishers as Apple Looms,"As Apple builds its electronic bookstore, Amazon is trying to use its clout to hold on to its early lead in the market."
3/13/2010,Apple’s Spat With Google Is Getting Personal,"Once allies, Steve Jobs and Eric Schmidt are now engaged in a gritty fight over mobile computing and cellphones."
3/11/2010,How to Choose the Right Apple iPad for You,A step-by-step guide to making a smart choice between the Wi-Fi-only and 3G versions of the tablet from Apple.
4/20/2010,Best Nonholiday Quarter for Apple,"The company said net income rose 90 percent, to $3.07 billion, or $3.33 a share, in results that far exceeded analysts’ expectations."
4/20/2010,"For Apple, Lost iPhone Is a Big Deal","A prototype of the next iPhone, which a person with knowledge of Apple’s plans confirmed was real, was found in a bar."
4/29/2010,Apple Buys a Start-Up for Its Voice Technology,"Siri described its mobile application as a virtual personal assistant, letting users speak commands like “find a table for two” and get answers from the Web."
4/27/2010,"Apple Buys Intrinsity, a Maker of Fast Chips","Technology from Intrinsity, a small Texas company, is believed to be behind the iPad’s zippy A4 chip."
4/26/2010,"Apple Allows a Cartoon App, and a Glimpse of Free Speech","Apple bans apps that ridicule public figures, but on second thought the company bent its rule for Mark Fiore, a Pulitzer-winning editorial cartoonist."
4/28/2010,"Apple Buys Intrinsity, a Maker of Fast Chips","Apple wants the fastest chip for its mobile devices and has bought Intrinsity, another chip maker, to gain an edge over its competitors, The New York Times reported."
4/30/2010,Apple’s Chief Makes Case Against Flash,A letter by Steve Jobs is the first in-depth public statement by the company discussing its position on Adobe’s software since Apple introduced the iPhone.
4/20/2010,Is Apple’s Spell Wearing Off?,A quick spin through the comments to blog posts about the loss of Apple’s iPhone reveals a surprising amount of vitriol.
4/16/2010,A Pulitzer Winner Gets Apple’s Reconsideration,A rejected iPhone app by the editorial cartoonist Mark Fiore is offered another look.
4/14/2010,Apple Postpones International iPad Sales,"The company said that it would delay international sales of the iPad for a month, citing “surprisingly strong U.S. demand.”"
5/26/2010,Apple Passes Microsoft as No. 1 in Tech,"Apple, which had been given up for dead a decade ago, is now the world’s most valuable technology company."
5/27/2010,Apple and Microsoft's Tug of War,Apple shot past Microsoft to become the world’s most valuable technology company. 
5/25/2010,Apple Is Said to Face Inquiry About Online Music,"The Justice Department is examining Apple’s tactics in the digital music market, according to several people."
5/26/2010,Apple Said to Face Inquiry About Online Music,"The Justice Department is examining Apple’s tactics in the market for digital music, and its staff members have talked to major music labels and Internet music companies, The New York Times reported."
5/13/2010,Next Round in the Adobe-Apple Fight,The fight over Flash multimedia software took a new turn with an advertising campaign from Adobe.
5/17/2010,"With a Kindle Hiring Spree, Amazon Gears Up for Battle With Apple",A new wave of job listings on Amazon’s Kindle job board shows the company hard at work on its newest version of the Kindle.
5/5/2010,Has Apple Lost Its Cool?,Nick Bilton sits down with ABC News correspondant John Berman about Apple’s current imagine the mainstream media and with its growing customer base.
5/28/2010,Photos: The iPad Lands in More Countries,Apple fans around the world waited in line to buy the company’s latest offering.
5/3/2010,A Lost iPhone Shows Apple’s Churlish Side,Apple is exhibiting a spectacular amount of tone-deafness in its handling of the case of the lost iPhone prototype.
5/27/2010,IPad’s Arrival in Tokyo Causes Japanese to Reflect,The “iPad shock” — that a foreign company has bested Japanese companies — is causing Japanese to consider whether they have lost their edge.
6/23/2010,Is Apple a Victim of Sour Grapes?,"Once dismissed by larger companies, Apple is now viewed by some as an anticompetitive industry bully."
6/24/2010,Class Action Against Apple and AT&T Is Amended,A lawsuit filed against AT&T and Apple over the elimination of the iPad 3G unlimited data plan was amended and refiled as a class action lawsuit on Wednesday in a California district court.
6/28/2010,Germany Asks Apple About iPhone’s Data-Gathering,"Like Google and Facebook, Apple has been confronted with Germany’s privacy laws, among Europe’s stiffest."
6/28/2010,Apple Sells 1.7 Million New iPhones in Three Days,Apple said the release of the iPhone 4 was its most successful product introduction yet.
6/17/2010,"Orders for the iPhone 4 Top 600,000, Apple Says",Technical flaws on Web sites prevented many preorders of the phones from going through.
6/22/2010,"New iPhone Arrives; Rivals, Beware","The iPhone 4 is slimmer, with an improved screen and audio. But it was a hit before the public knew that."
6/15/2010,IPhone 4 Orders Swamp AT&T and Apple Sites,People aiming to reserve an iPhone 4 are having trouble placing orders on the Web sites of Apple and AT&T.
6/16/2010,"Apple Gets More Than 600,000 Orders for iPhone 4",AT&T said presale orders for the iPhone 4 were 10 times higher than they were for the previous version of the iPhone.
6/14/2010,Media Decoder: ‘Ulysses’ a Little Too Graphic for Apple,"The question of whether James Joyce’s “Ulysses” is obscene seemed to have been settled for more than 75 years. Until last week, that is."
6/13/2010,"Joyce Found Too Graphic, This Time by Apple","Just in time for Bloomsday, Apple has objected to a comic version of the James Joyce classic because of nudity."
7/27/2010,Apple Brings (Magic) Multitouch to the Computer,"The company added another device to its multitouch arsenal on Tuesday with the Magic Trackpad, a mouse replacement for desktop computers."
7/16/2010,Apple Goes on the Offensive,"Steven P. Jobs acknowledged some problems with the iPhone 4’s antenna, but said they had been widely exaggerated."
7/26/2010,"In Ruling on iPhones, Apple Loses a Bit of Its Grip",Owners of iPhones will be able to run applications that have not been approved by Apple.
7/20/2010,Apple’s Profit Rises 78% on Appeal of New Devices,Revenue rose 61 percent in the third quarter as the electronics giant continued to grow faster than most rivals.
7/29/2010,Bits Pics: Looking Inside Apple’s New Trackpad,The Web site ifixit took apart Apple’s Magic Trackpad showing a detailed view of what is under the hood of this new mouse replacement.
7/16/2010,Apple Is Not Expected to Recall Troubled iPhone,The company has scheduled a news conference for Friday to address the controversy.
7/16/2010,A Field Trip to an Apple Lab,"A tour of one of Apple’s “black labs” proved Apple is serious about antenna design, but it shed no new light on the problem."
7/22/2010,Apple’s Web Browser Allows Sites to Collect Personal Information,Apple acknowledges that a bug in Safari allows malicious Web sites to collect personal information from users and promises to fix the problem.
7/15/2010,Apple Plans Briefing on iPhone 4,"The company would not say who would speak at the event, which comes on the heels of criticism from Consumer Reports."
7/7/2010,Apple Blocks App Developer,Apple removed Thuat Nguyen’s applications after users complained that their accounts had been used to buy his applications without permission.
8/27/2010,Developer of Tablets Loses Apple as Customer,"Apple severed ties with SurfaceInk, which had helped Apple develop some of its products, after the small company showcased its own tablet computer in June."
